240.000,-72.00
240.893,-71.00
241.786,-71.00
242.679,-72.00
243.571,-73.00
244.464,-78.00
245.357,-74.00
246.250,-80.00
247.143,-84.00
248.036,-80.00
248.929,-85.00
249.821,-88.00
250.714,-88.00
251.607,-85.00
252.500,-88.00
253.393,-86.00
254.286,-90.00
255.179,-87.00
256.071,-91.00
256.964,-89.00
257.857,-88.00
258.750,-89.00
259.643,-89.00
260.536,-78.00
261.429,-91.00
262.321,-90.00
263.214,-63.00
264.107,-66.00
265.000,-66.00
265.893,-89.00
266.786,-90.00
267.679,-87.00
268.571,-91.00
269.464,-89.00
270.357,-91.00
271.250,-90.00
272.143,-91.00
273.036,-90.00
273.929,-89.00
274.821,-90.00
275.714,-92.00
276.607,-90.00
277.500,-90.00
278.393,-92.00
279.286,-90.00
280.179,-90.00
281.071,-92.00
281.964,-91.00
282.857,-90.00
283.750,-90.00
284.643,-91.00
285.536,-91.00
286.429,-90.00
287.321,-90.00
288.214,-91.00
289.107,-91.00
290.000,-91.00
290.893,-92.00
291.786,-91.00
292.679,-91.00
293.571,-91.00
294.464,-92.00
295.357,-90.00
296.250,-91.00
297.143,-92.00
298.036,-90.00
298.928,-91.00
299.821,-91.00
300.714,-85.00
301.607,-91.00
302.500,-81.00
303.393,-85.00
304.286,-90.00
305.178,-89.00
306.071,-90.00
306.964,-80.00
307.857,-81.00
308.750,-86.00
309.643,-91.00
310.536,-90.00
311.428,-91.00
312.321,-91.00
313.214,-85.00
314.107,-86.00
315.000,-91.00
315.893,-92.00
316.786,-84.00
317.678,-64.00
318.571,-58.00
319.464,-65.00
320.357,-86.00
321.250,-88.00
322.143,-88.00
323.036,-92.00
323.928,-91.00
324.821,-91.00
325.714,-87.00
326.607,-90.00
327.500,-91.00
328.393,-90.00
329.286,-91.00
330.178,-89.00
331.071,-91.00
331.964,-89.00
332.857,-91.00
333.750,-90.00
334.643,-91.00
335.536,-91.00
336.428,-92.00
337.321,-90.00
338.214,-90.00
339.107,-90.00
