


  ,  ,470.000 ,471.161 ,472.321 ,473.482 ,474.643 ,475.804 ,476.964 ,478.125 ,479.286 ,480.446 ,481.607 ,482.768 ,483.929 ,485.089 ,486.250 ,487.411 ,488.571 ,489.732 ,490.893 ,492.054 ,493.214 ,494.375 ,495.536 ,496.696 ,497.857 ,499.018 ,500.179 ,501.339 ,502.500 ,503.661 ,504.821 ,505.982 ,507.143 ,508.304 ,509.464 ,510.625 ,511.786 ,512.946 ,514.107 ,515.268 ,516.429 ,517.589 ,518.750 ,519.911 ,521.071 ,522.232 ,523.393 ,524.554 ,525.714 ,526.875 ,528.036 ,529.196 ,530.357 ,531.518 ,532.679 ,533.839 ,535.000 ,536.161 ,537.321 ,538.482 ,539.643 ,540.804 ,541.964 ,543.125 ,544.286 ,545.446 ,546.607 ,547.768 ,548.929 ,550.089 ,551.250 ,552.411 ,553.571 ,554.732 ,555.893 ,557.054 ,558.214 ,559.375 ,560.536 ,561.696 ,562.857 ,564.018 ,565.179 ,566.339 ,567.500 ,568.661 ,569.821 ,570.982 ,572.143 ,573.304 ,574.464 ,575.625 ,576.786 ,577.946 ,579.107 ,580.268 ,581.429 ,582.589 ,583.750 ,584.911 ,586.071 ,587.232 ,588.393 ,589.554 ,590.714 ,591.875 ,593.036 ,594.196 ,595.357 ,596.518 ,597.679 ,598.839

Mar Thu 31 00:12:11 2016,  , -102 ,-103 ,-100 ,-101 ,-103 ,-106 ,-103 ,-101 ,-100 ,-101 ,-99 ,-94 ,-98 ,-103 ,-103 ,-102 ,-107 ,-105 ,-110 ,-107 ,-106 ,-107 ,-106 ,-104 ,-110 ,-113 ,-111 ,-109 ,-97 ,-109 ,-113 ,-103 ,-108 ,-108 ,-102 ,-111 ,-102 ,-107 ,-107 ,-107 ,-105 ,-106 ,-107 ,-102 ,-94 ,-99 ,-100 ,-93 ,-96 ,-102 ,-100 ,-107 ,-102 ,-99 ,-101 ,-96 ,-99 ,-90 ,-87 ,-88 ,-68 ,-30 ,-78 ,-63 ,-89 ,-93 ,-93 ,-92 ,-89 ,-98 ,-99 ,-107 ,-100 ,-100 ,-106 ,-86 ,-88 ,-94 ,-91 ,-95 ,-96 ,-108 ,-106 ,-108 ,-102 ,-107 ,-111 ,-110 ,-108 ,-100 ,-109 ,-101 ,-109 ,-106 ,-105 ,-101 ,-107 ,-111 ,-108 ,-111 ,-109 ,-105 ,-101 ,-109 ,-106 ,-109 ,-108 ,-114 ,-102 ,-105 ,-109 ,-99
Mar Thu 31 00:12:12 2016,  , -105 ,-106 ,-102 ,-99 ,-102 ,-110 ,-104 ,-102 ,-105 ,-105 ,-99 ,-97 ,-102 ,-102 ,-105 ,-102 ,-108 ,-106 ,-107 ,-107 ,-103 ,-105 ,-103 ,-107 ,-112 ,-111 ,-104 ,-113 ,-101 ,-110 ,-112 ,-103 ,-111 ,-109 ,-101 ,-106 ,-104 ,-103 ,-106 ,-110 ,-105 ,-108 ,-108 ,-100 ,-97 ,-96 ,-98 ,-95 ,-96 ,-108 ,-99 ,-107 ,-103 ,-99 ,-99 ,-96 ,-94 ,-92 ,-87 ,-87 ,-72 ,-30 ,-77 ,-59 ,-87 ,-90 ,-93 ,-92 ,-90 ,-98 ,-101 ,-104 ,-104 ,-104 ,-103 ,-86 ,-86 ,-94 ,-96 ,-92 ,-99 ,-105 ,-110 ,-109 ,-109 ,-108 ,-107 ,-109 ,-113 ,-97 ,-110 ,-100 ,-104 ,-109 ,-108 ,-98 ,-107 ,-109 ,-109 ,-105 ,-109 ,-108 ,-102 ,-108 ,-109 ,-109 ,-105 ,-111 ,-102 ,-103 ,-109 ,-101
Mar Thu 31 00:12:13 2016,  , -110 ,-106 ,-102 ,-99 ,-100 ,-107 ,-104 ,-103 ,-104 ,-103 ,-103 ,-96 ,-101 ,-103 ,-104 ,-107 ,-102 ,-103 ,-107 ,-110 ,-104 ,-106 ,-108 ,-112 ,-107 ,-113 ,-111 ,-113 ,-104 ,-106 ,-107 ,-101 ,-107 ,-106 ,-102 ,-111 ,-105 ,-108 ,-107 ,-109 ,-109 ,-108 ,-108 ,-99 ,-96 ,-101 ,-100 ,-95 ,-99 ,-101 ,-99 ,-102 ,-99 ,-104 ,-105 ,-96 ,-99 ,-90 ,-87 ,-90 ,-68 ,-30 ,-77 ,-60 ,-87 ,-93 ,-91 ,-89 ,-87 ,-93 ,-99 ,-104 ,-98 ,-100 ,-103 ,-88 ,-85 ,-93 ,-93 ,-93 ,-96 ,-107 ,-109 ,-111 ,-108 ,-105 ,-109 ,-113 ,-110 ,-95 ,-104 ,-98 ,-107 ,-104 ,-108 ,-100 ,-112 ,-106 ,-114 ,-108 ,-109 ,-100 ,-106 ,-104 ,-105 ,-108 ,-108 ,-107 ,-104 ,-109 ,-103 ,-99
Mar Thu 31 00:12:15 2016,  , -107 ,-107 ,-100 ,-101 ,-97 ,-111 ,-101 ,-104 ,-105 ,-104 ,-106 ,-96 ,-97 ,-99 ,-109 ,-107 ,-105 ,-106 ,-109 ,-111 ,-104 ,-111 ,-109 ,-104 ,-109 ,-111 ,-106 ,-106 ,-99 ,-106 ,-105 ,-102 ,-104 ,-108 ,-102 ,-111 ,-108 ,-107 ,-106 ,-104 ,-106 ,-106 ,-105 ,-101 ,-99 ,-99 ,-97 ,-93 ,-97 ,-108 ,-104 ,-101 ,-101 ,-100 ,-102 ,-91 ,-94 ,-90 ,-85 ,-85 ,-69 ,-30 ,-79 ,-61 ,-87 ,-93 ,-90 ,-89 ,-92 ,-93 ,-101 ,-104 ,-100 ,-102 ,-105 ,-85 ,-86 ,-94 ,-91 ,-90 ,-96 ,-102 ,-113 ,-104 ,-110 ,-108 ,-109 ,-109 ,-105 ,-97 ,-108 ,-106 ,-108 ,-106 ,-104 ,-98 ,-110 ,-108 ,-110 ,-105 ,-111 ,-107 ,-101 ,-111 ,-108 ,-105 ,-110 ,-110 ,-102 ,-103 ,-105 ,-100
Mar Thu 31 00:12:16 2016,  , -109 ,-105 ,-102 ,-101 ,-100 ,-104 ,-105 ,-108 ,-102 ,-101 ,-101 ,-99 ,-100 ,-100 ,-109 ,-106 ,-104 ,-109 ,-110 ,-103 ,-107 ,-107 ,-109 ,-111 ,-106 ,-109 ,-109 ,-112 ,-100 ,-107 ,-106 ,-102 ,-108 ,-105 ,-106 ,-112 ,-104 ,-107 ,-107 ,-105 ,-108 ,-109 ,-109 ,-99 ,-97 ,-96 ,-97 ,-95 ,-96 ,-106 ,-107 ,-108 ,-97 ,-104 ,-103 ,-94 ,-96 ,-92 ,-88 ,-85 ,-68 ,-30 ,-79 ,-61 ,-87 ,-90 ,-93 ,-89 ,-90 ,-95 ,-105 ,-108 ,-99 ,-104 ,-107 ,-86 ,-86 ,-96 ,-96 ,-93 ,-101 ,-105 ,-108 ,-108 ,-107 ,-112 ,-112 ,-105 ,-113 ,-95 ,-108 ,-103 ,-107 ,-108 ,-112 ,-102 ,-107 ,-109 ,-110 ,-112 ,-107 ,-108 ,-106 ,-110 ,-105 ,-101 ,-108 ,-110 ,-102 ,-102 ,-105 ,-105
Mar Thu 31 00:12:17 2016,  , -108 ,-103 ,-105 ,-98 ,-101 ,-105 ,-108 ,-108 ,-101 ,-105 ,-106 ,-97 ,-97 ,-104 ,-101 ,-105 ,-107 ,-106 ,-106 ,-107 ,-106 ,-111 ,-107 ,-106 ,-112 ,-113 ,-112 ,-110 ,-104 ,-105 ,-111 ,-102 ,-104 ,-108 ,-102 ,-107 ,-107 ,-109 ,-108 ,-107 ,-106 ,-106 ,-108 ,-104 ,-99 ,-101 ,-100 ,-98 ,-97 ,-105 ,-102 ,-104 ,-103 ,-103 ,-97 ,-96 ,-97 ,-95 ,-87 ,-85 ,-72 ,-30 ,-77 ,-62 ,-90 ,-95 ,-91 ,-91 ,-90 ,-93 ,-97 ,-105 ,-97 ,-98 ,-106 ,-83 ,-85 ,-93 ,-93 ,-90 ,-101 ,-104 ,-111 ,-111 ,-106 ,-107 ,-111 ,-106 ,-107 ,-97 ,-105 ,-103 ,-103 ,-109 ,-105 ,-96 ,-110 ,-108 ,-107 ,-104 ,-103 ,-103 ,-103 ,-110 ,-106 ,-105 ,-110 ,-113 ,-102 ,-103 ,-105 ,-100
Mar Thu 31 00:12:19 2016,  , -102 ,-105 ,-98 ,-99 ,-100 ,-110 ,-108 ,-101 ,-107 ,-101 ,-99 ,-94 ,-104 ,-98 ,-103 ,-105 ,-104 ,-108 ,-106 ,-106 ,-102 ,-106 ,-109 ,-112 ,-106 ,-113 ,-106 ,-109 ,-103 ,-111 ,-110 ,-99 ,-111 ,-107 ,-106 ,-111 ,-104 ,-109 ,-109 ,-108 ,-110 ,-109 ,-107 ,-101 ,-96 ,-99 ,-97 ,-98 ,-97 ,-104 ,-105 ,-105 ,-98 ,-99 ,-102 ,-94 ,-96 ,-93 ,-88 ,-87 ,-71 ,-30 ,-79 ,-60 ,-89 ,-95 ,-93 ,-91 ,-92 ,-98 ,-104 ,-101 ,-104 ,-105 ,-100 ,-86 ,-83 ,-91 ,-93 ,-92 ,-99 ,-105 ,-109 ,-107 ,-105 ,-108 ,-111 ,-109 ,-105 ,-100 ,-104 ,-99 ,-107 ,-108 ,-107 ,-103 ,-111 ,-107 ,-107 ,-107 ,-104 ,-107 ,-105 ,-104 ,-108 ,-101 ,-106 ,-113 ,-104 ,-104 ,-107 ,-99
Mar Thu 31 00:12:20 2016,  , -105 ,-105 ,-102 ,-98 ,-103 ,-110 ,-107 ,-105 ,-101 ,-107 ,-99 ,-97 ,-96 ,-101 ,-103 ,-101 ,-105 ,-106 ,-109 ,-103 ,-103 ,-106 ,-106 ,-111 ,-109 ,-111 ,-111 ,-108 ,-97 ,-104 ,-109 ,-106 ,-108 ,-107 ,-107 ,-112 ,-106 ,-106 ,-106 ,-104 ,-106 ,-105 ,-104 ,-100 ,-97 ,-98 ,-97 ,-93 ,-94 ,-103 ,-102 ,-101 ,-97 ,-105 ,-104 ,-93 ,-94 ,-93 ,-90 ,-85 ,-70 ,-30 ,-77 ,-60 ,-87 ,-92 ,-90 ,-92 ,-89 ,-93 ,-103 ,-104 ,-104 ,-102 ,-106 ,-85 ,-88 ,-96 ,-93 ,-95 ,-99 ,-104 ,-110 ,-107 ,-108 ,-109 ,-113 ,-106 ,-107 ,-98 ,-112 ,-100 ,-109 ,-109 ,-106 ,-96 ,-108 ,-103 ,-110 ,-106 ,-107 ,-104 ,-102 ,-106 ,-106 ,-106 ,-111 ,-112 ,-100 ,-106 ,-104 ,-104
Mar Thu 31 00:12:21 2016,  , -103 ,-102 ,-100 ,-96 ,-102 ,-111 ,-103 ,-105 ,-104 ,-102 ,-101 ,-97 ,-96 ,-101 ,-107 ,-107 ,-101 ,-108 ,-110 ,-110 ,-107 ,-109 ,-110 ,-109 ,-107 ,-111 ,-109 ,-109 ,-100 ,-106 ,-113 ,-103 ,-106 ,-106 ,-109 ,-110 ,-109 ,-110 ,-103 ,-108 ,-111 ,-108 ,-107 ,-102 ,-97 ,-99 ,-98 ,-95 ,-97 ,-105 ,-99 ,-106 ,-102 ,-100 ,-104 ,-96 ,-96 ,-92 ,-87 ,-90 ,-68 ,-30 ,-79 ,-61 ,-87 ,-93 ,-90 ,-89 ,-90 ,-95 ,-101 ,-104 ,-96 ,-101 ,-100 ,-85 ,-85 ,-96 ,-91 ,-95 ,-96 ,-106 ,-109 ,-109 ,-108 ,-106 ,-112 ,-107 ,-106 ,-95 ,-107 ,-100 ,-108 ,-111 ,-108 ,-99 ,-110 ,-107 ,-114 ,-110 ,-104 ,-103 ,-101 ,-112 ,-106 ,-109 ,-108 ,-110 ,-101 ,-108 ,-108 ,-102
Mar Thu 31 00:12:23 2016,  , -103 ,-107 ,-101 ,-99 ,-101 ,-110 ,-106 ,-104 ,-106 ,-103 ,-100 ,-94 ,-98 ,-103 ,-108 ,-103 ,-105 ,-104 ,-102 ,-108 ,-101 ,-107 ,-106 ,-110 ,-107 ,-110 ,-108 ,-112 ,-101 ,-105 ,-113 ,-103 ,-111 ,-108 ,-109 ,-108 ,-107 ,-111 ,-107 ,-108 ,-110 ,-110 ,-104 ,-99 ,-94 ,-98 ,-95 ,-96 ,-96 ,-105 ,-107 ,-105 ,-96 ,-105 ,-99 ,-91 ,-96 ,-92 ,-90 ,-90 ,-69 ,-30 ,-75 ,-62 ,-87 ,-95 ,-91 ,-91 ,-92 ,-98 ,-105 ,-103 ,-99 ,-100 ,-108 ,-86 ,-88 ,-96 ,-96 ,-95 ,-96 ,-108 ,-112 ,-108 ,-103 ,-104 ,-110 ,-111 ,-112 ,-98 ,-108 ,-100 ,-106 ,-111 ,-112 ,-98 ,-108 ,-109 ,-115 ,-111 ,-103 ,-104 ,-109 ,-106 ,-106 ,-107 ,-111 ,-112 ,-102 ,-102 ,-105 ,-106
Mar Thu 31 00:12:24 2016,  , -110 ,-107 ,-98 ,-96 ,-103 ,-103 ,-102 ,-102 ,-105 ,-100 ,-105 ,-94 ,-97 ,-99 ,-105 ,-101 ,-106 ,-104 ,-107 ,-103 ,-103 ,-108 ,-108 ,-105 ,-106 ,-113 ,-112 ,-109 ,-101 ,-104 ,-113 ,-103 ,-106 ,-107 ,-107 ,-108 ,-109 ,-107 ,-110 ,-104 ,-112 ,-109 ,-108 ,-96 ,-99 ,-99 ,-98 ,-95 ,-97 ,-104 ,-99 ,-105 ,-101 ,-104 ,-97 ,-94 ,-97 ,-90 ,-85 ,-87 ,-70 ,-30 ,-79 ,-63 ,-87 ,-92 ,-93 ,-91 ,-90 ,-95 ,-105 ,-105 ,-102 ,-105 ,-108 ,-85 ,-85 ,-94 ,-93 ,-95 ,-101 ,-104 ,-113 ,-105 ,-110 ,-112 ,-112 ,-113 ,-108 ,-100 ,-112 ,-104 ,-107 ,-109 ,-110 ,-98 ,-107 ,-105 ,-115 ,-112 ,-109 ,-103 ,-101 ,-106 ,-107 ,-102 ,-110 ,-113 ,-103 ,-101 ,-108 ,-99
Mar Thu 31 00:12:25 2016,  , -110 ,-110 ,-100 ,-96 ,-104 ,-110 ,-108 ,-104 ,-99 ,-104 ,-102 ,-97 ,-100 ,-103 ,-106 ,-104 ,-104 ,-104 ,-106 ,-109 ,-105 ,-108 ,-110 ,-104 ,-111 ,-108 ,-106 ,-109 ,-101 ,-103 ,-106 ,-102 ,-107 ,-106 ,-103 ,-109 ,-102 ,-110 ,-109 ,-110 ,-110 ,-105 ,-107 ,-98 ,-94 ,-96 ,-100 ,-98 ,-94 ,-107 ,-105 ,-109 ,-104 ,-104 ,-101 ,-96 ,-96 ,-92 ,-87 ,-87 ,-68 ,-30 ,-75 ,-59 ,-92 ,-95 ,-91 ,-92 ,-90 ,-98 ,-102 ,-105 ,-103 ,-102 ,-100 ,-86 ,-83 ,-93 ,-96 ,-92 ,-99 ,-102 ,-107 ,-105 ,-104 ,-111 ,-110 ,-112 ,-109 ,-95 ,-108 ,-101 ,-105 ,-107 ,-105 ,-96 ,-113 ,-107 ,-111 ,-111 ,-111 ,-102 ,-101 ,-109 ,-107 ,-105 ,-108 ,-114 ,-102 ,-107 ,-103 ,-106
Mar Thu 31 00:12:27 2016,  , -104 ,-109 ,-104 ,-99 ,-101 ,-106 ,-106 ,-101 ,-100 ,-104 ,-106 ,-96 ,-96 ,-105 ,-101 ,-102 ,-105 ,-106 ,-106 ,-108 ,-104 ,-106 ,-110 ,-109 ,-106 ,-110 ,-109 ,-111 ,-103 ,-109 ,-108 ,-106 ,-106 ,-107 ,-102 ,-111 ,-109 ,-107 ,-109 ,-107 ,-110 ,-107 ,-107 ,-103 ,-94 ,-101 ,-95 ,-98 ,-96 ,-101 ,-101 ,-106 ,-102 ,-102 ,-104 ,-96 ,-96 ,-93 ,-88 ,-85 ,-70 ,-30 ,-75 ,-61 ,-87 ,-92 ,-90 ,-91 ,-92 ,-96 ,-104 ,-103 ,-99 ,-99 ,-101 ,-86 ,-85 ,-94 ,-94 ,-90 ,-98 ,-109 ,-111 ,-105 ,-106 ,-108 ,-110 ,-109 ,-107 ,-95 ,-111 ,-101 ,-107 ,-108 ,-108 ,-102 ,-110 ,-107 ,-115 ,-104 ,-107 ,-101 ,-104 ,-112 ,-106 ,-105 ,-107 ,-113 ,-107 ,-102 ,-105 ,-98
Mar Thu 31 00:12:28 2016,  , -102 ,-106 ,-99 ,-98 ,-98 ,-105 ,-108 ,-107 ,-100 ,-101 ,-104 ,-96 ,-99 ,-102 ,-105 ,-105 ,-106 ,-106 ,-110 ,-107 ,-103 ,-105 ,-103 ,-109 ,-111 ,-108 ,-110 ,-105 ,-97 ,-105 ,-111 ,-107 ,-108 ,-103 ,-107 ,-108 ,-105 ,-103 ,-109 ,-108 ,-108 ,-108 ,-108 ,-98 ,-99 ,-99 ,-100 ,-95 ,-96 ,-108 ,-103 ,-103 ,-96 ,-103 ,-98 ,-96 ,-96 ,-95 ,-85 ,-90 ,-69 ,-30 ,-79 ,-59 ,-92 ,-92 ,-91 ,-94 ,-90 ,-98 ,-105 ,-101 ,-102 ,-101 ,-104 ,-86 ,-86 ,-93 ,-93 ,-95 ,-101 ,-101 ,-114 ,-107 ,-108 ,-108 ,-109 ,-110 ,-109 ,-100 ,-104 ,-106 ,-107 ,-109 ,-106 ,-100 ,-111 ,-107 ,-112 ,-108 ,-106 ,-104 ,-101 ,-107 ,-110 ,-107 ,-107 ,-108 ,-104 ,-102 ,-104 ,-106
Mar Thu 31 00:12:30 2016,  , -104 ,-106 ,-99 ,-98 ,-101 ,-105 ,-101 ,-104 ,-104 ,-104 ,-104 ,-94 ,-104 ,-97 ,-102 ,-105 ,-108 ,-110 ,-103 ,-107 ,-103 ,-111 ,-109 ,-111 ,-109 ,-111 ,-109 ,-105 ,-97 ,-105 ,-110 ,-105 ,-103 ,-107 ,-103 ,-112 ,-108 ,-109 ,-110 ,-109 ,-106 ,-108 ,-103 ,-100 ,-94 ,-96 ,-100 ,-98 ,-94 ,-101 ,-100 ,-105 ,-100 ,-102 ,-104 ,-94 ,-99 ,-92 ,-88 ,-88 ,-70 ,-30 ,-75 ,-63 ,-90 ,-93 ,-93 ,-94 ,-92 ,-98 ,-105 ,-103 ,-100 ,-106 ,-106 ,-83 ,-83 ,-91 ,-94 ,-92 ,-99 ,-107 ,-106 ,-108 ,-110 ,-107 ,-111 ,-112 ,-107 ,-98 ,-110 ,-103 ,-105 ,-109 ,-106 ,-102 ,-114 ,-106 ,-112 ,-111 ,-106 ,-107 ,-107 ,-107 ,-110 ,-104 ,-111 ,-110 ,-107 ,-102 ,-103 ,-102
Mar Thu 31 00:12:31 2016,  , -105 ,-102 ,-101 ,-101 ,-105 ,-111 ,-108 ,-101 ,-105 ,-105 ,-102 ,-94 ,-100 ,-99 ,-109 ,-108 ,-102 ,-102 ,-106 ,-104 ,-103 ,-107 ,-111 ,-106 ,-109 ,-112 ,-108 ,-111 ,-102 ,-108 ,-105 ,-100 ,-108 ,-106 ,-105 ,-106 ,-110 ,-103 ,-109 ,-102 ,-106 ,-105 ,-108 ,-104 ,-94 ,-101 ,-97 ,-95 ,-97 ,-105 ,-101 ,-108 ,-97 ,-100 ,-101 ,-93 ,-94 ,-93 ,-85 ,-88 ,-70 ,-30 ,-78 ,-59 ,-92 ,-90 ,-93 ,-91 ,-90 ,-95 ,-97 ,-102 ,-99 ,-102 ,-105 ,-88 ,-85 ,-93 ,-96 ,-95 ,-101 ,-108 ,-110 ,-109 ,-102 ,-107 ,-109 ,-106 ,-110 ,-97 ,-110 ,-102 ,-106 ,-107 ,-108 ,-100 ,-111 ,-107 ,-114 ,-104 ,-104 ,-103 ,-109 ,-104 ,-106 ,-101 ,-108 ,-112 ,-105 ,-107 ,-105 ,-102
Mar Thu 31 00:12:32 2016,  , -103 ,-105 ,-106 ,-99 ,-101 ,-107 ,-105 ,-104 ,-104 ,-102 ,-101 ,-97 ,-104 ,-97 ,-106 ,-100 ,-100 ,-105 ,-107 ,-110 ,-102 ,-107 ,-109 ,-108 ,-113 ,-110 ,-108 ,-105 ,-105 ,-110 ,-110 ,-107 ,-111 ,-108 ,-106 ,-104 ,-104 ,-107 ,-106 ,-107 ,-112 ,-105 ,-104 ,-101 ,-99 ,-98 ,-98 ,-98 ,-94 ,-103 ,-105 ,-105 ,-101 ,-104 ,-105 ,-93 ,-94 ,-90 ,-87 ,-87 ,-71 ,-30 ,-78 ,-62 ,-87 ,-95 ,-91 ,-92 ,-90 ,-95 ,-103 ,-100 ,-99 ,-98 ,-108 ,-85 ,-83 ,-93 ,-91 ,-92 ,-98 ,-105 ,-110 ,-106 ,-106 ,-108 ,-107 ,-107 ,-108 ,-97 ,-104 ,-99 ,-107 ,-108 ,-110 ,-101 ,-112 ,-107 ,-111 ,-107 ,-109 ,-105 ,-103 ,-108 ,-106 ,-102 ,-111 ,-111 ,-106 ,-103 ,-106 ,-106
Mar Thu 31 00:12:34 2016,  , -109 ,-108 ,-105 ,-96 ,-100 ,-104 ,-106 ,-104 ,-103 ,-103 ,-101 ,-94 ,-98 ,-104 ,-109 ,-104 ,-102 ,-104 ,-106 ,-106 ,-103 ,-104 ,-107 ,-112 ,-107 ,-109 ,-110 ,-111 ,-101 ,-107 ,-113 ,-107 ,-105 ,-107 ,-105 ,-105 ,-108 ,-104 ,-106 ,-109 ,-110 ,-112 ,-108 ,-99 ,-96 ,-99 ,-97 ,-98 ,-94 ,-109 ,-99 ,-109 ,-99 ,-107 ,-98 ,-96 ,-94 ,-92 ,-87 ,-85 ,-69 ,-30 ,-77 ,-63 ,-92 ,-93 ,-88 ,-94 ,-87 ,-96 ,-104 ,-108 ,-102 ,-103 ,-100 ,-85 ,-88 ,-93 ,-93 ,-93 ,-99 ,-105 ,-107 ,-107 ,-105 ,-108 ,-111 ,-106 ,-108 ,-98 ,-107 ,-105 ,-106 ,-105 ,-106 ,-99 ,-106 ,-109 ,-115 ,-109 ,-108 ,-104 ,-102 ,-111 ,-107 ,-105 ,-109 ,-110 ,-108 ,-103 ,-108 ,-101
Mar Thu 31 00:12:35 2016,  , -109 ,-103 ,-98 ,-99 ,-99 ,-104 ,-106 ,-105 ,-103 ,-107 ,-103 ,-94 ,-103 ,-97 ,-107 ,-107 ,-100 ,-104 ,-107 ,-111 ,-103 ,-110 ,-109 ,-109 ,-111 ,-113 ,-108 ,-110 ,-104 ,-108 ,-105 ,-100 ,-109 ,-107 ,-101 ,-111 ,-110 ,-106 ,-110 ,-106 ,-104 ,-111 ,-107 ,-103 ,-96 ,-99 ,-95 ,-98 ,-99 ,-102 ,-104 ,-106 ,-99 ,-107 ,-102 ,-94 ,-97 ,-93 ,-85 ,-88 ,-70 ,-30 ,-79 ,-60 ,-89 ,-93 ,-91 ,-92 ,-90 ,-98 ,-105 ,-102 ,-97 ,-102 ,-108 ,-86 ,-88 ,-94 ,-91 ,-90 ,-96 ,-108 ,-107 ,-112 ,-106 ,-110 ,-111 ,-107 ,-106 ,-97 ,-106 ,-101 ,-105 ,-110 ,-109 ,-97 ,-106 ,-109 ,-114 ,-111 ,-103 ,-104 ,-105 ,-106 ,-102 ,-108 ,-104 ,-110 ,-100 ,-101 ,-103 ,-103
Mar Thu 31 00:12:36 2016,  , -105 ,-105 ,-103 ,-98 ,-98 ,-104 ,-101 ,-105 ,-107 ,-106 ,-103 ,-99 ,-101 ,-103 ,-105 ,-103 ,-108 ,-105 ,-104 ,-107 ,-103 ,-109 ,-109 ,-112 ,-111 ,-109 ,-108 ,-108 ,-97 ,-106 ,-112 ,-100 ,-109 ,-107 ,-105 ,-108 ,-106 ,-108 ,-106 ,-107 ,-111 ,-110 ,-111 ,-101 ,-96 ,-98 ,-97 ,-98 ,-96 ,-107 ,-104 ,-108 ,-102 ,-104 ,-101 ,-93 ,-96 ,-90 ,-85 ,-85 ,-70 ,-30 ,-75 ,-63 ,-90 ,-92 ,-91 ,-89 ,-92 ,-95 ,-101 ,-102 ,-99 ,-101 ,-103 ,-85 ,-85 ,-96 ,-91 ,-90 ,-99 ,-101 ,-107 ,-106 ,-106 ,-104 ,-108 ,-109 ,-105 ,-95 ,-109 ,-99 ,-103 ,-110 ,-111 ,-101 ,-114 ,-109 ,-110 ,-105 ,-108 ,-104 ,-109 ,-110 ,-107 ,-101 ,-105 ,-109 ,-108 ,-103 ,-104 ,-99
Mar Thu 31 00:12:38 2016,  , -108 ,-102 ,-104 ,-99 ,-104 ,-103 ,-102 ,-104 ,-103 ,-101 ,-103 ,-94 ,-96 ,-103 ,-103 ,-107 ,-106 ,-106 ,-109 ,-107 ,-107 ,-108 ,-106 ,-104 ,-113 ,-109 ,-107 ,-109 ,-100 ,-103 ,-109 ,-105 ,-103 ,-104 ,-104 ,-108 ,-102 ,-103 ,-109 ,-106 ,-112 ,-108 ,-104 ,-102 ,-94 ,-99 ,-97 ,-93 ,-94 ,-101 ,-106 ,-101 ,-96 ,-103 ,-104 ,-91 ,-94 ,-92 ,-90 ,-85 ,-72 ,-30 ,-78 ,-62 ,-87 ,-92 ,-88 ,-94 ,-89 ,-93 ,-104 ,-101 ,-101 ,-99 ,-104 ,-85 ,-85 ,-94 ,-96 ,-93 ,-96 ,-103 ,-107 ,-107 ,-105 ,-108 ,-106 ,-113 ,-113 ,-97 ,-110 ,-103 ,-107 ,-107 ,-109 ,-97 ,-109 ,-109 ,-107 ,-108 ,-106 ,-102 ,-107 ,-112 ,-105 ,-105 ,-109 ,-111 ,-108 ,-108 ,-107 ,-105
Mar Thu 31 00:12:39 2016,  , -108 ,-105 ,-98 ,-98 ,-104 ,-109 ,-100 ,-101 ,-103 ,-105 ,-102 ,-94 ,-104 ,-100 ,-108 ,-104 ,-105 ,-104 ,-109 ,-107 ,-99 ,-107 ,-107 ,-108 ,-113 ,-112 ,-108 ,-110 ,-99 ,-105 ,-105 ,-104 ,-109 ,-104 ,-109 ,-105 ,-105 ,-107 ,-110 ,-109 ,-110 ,-108 ,-107 ,-104 ,-99 ,-96 ,-100 ,-93 ,-99 ,-103 ,-99 ,-106 ,-100 ,-102 ,-104 ,-91 ,-96 ,-92 ,-90 ,-85 ,-69 ,-30 ,-75 ,-61 ,-90 ,-92 ,-93 ,-92 ,-87 ,-96 ,-105 ,-104 ,-102 ,-98 ,-107 ,-83 ,-83 ,-93 ,-91 ,-90 ,-99 ,-104 ,-106 ,-108 ,-104 ,-105 ,-109 ,-108 ,-113 ,-100 ,-110 ,-101 ,-103 ,-108 ,-106 ,-96 ,-110 ,-109 ,-109 ,-108 ,-111 ,-100 ,-104 ,-107 ,-108 ,-101 ,-104 ,-109 ,-101 ,-109 ,-103 ,-102
Mar Thu 31 00:12:40 2016,  , -106 ,-109 ,-102 ,-98 ,-98 ,-111 ,-104 ,-101 ,-103 ,-103 ,-103 ,-96 ,-102 ,-103 ,-105 ,-102 ,-103 ,-109 ,-103 ,-105 ,-106 ,-104 ,-104 ,-111 ,-105 ,-107 ,-111 ,-107 ,-97 ,-104 ,-107 ,-99 ,-110 ,-108 ,-105 ,-108 ,-106 ,-105 ,-106 ,-107 ,-109 ,-112 ,-107 ,-97 ,-99 ,-99 ,-100 ,-95 ,-99 ,-106 ,-99 ,-109 ,-99 ,-103 ,-99 ,-96 ,-94 ,-92 ,-87 ,-90 ,-70 ,-30 ,-79 ,-61 ,-87 ,-92 ,-91 ,-89 ,-92 ,-93 ,-103 ,-108 ,-97 ,-100 ,-103 ,-85 ,-88 ,-96 ,-94 ,-92 ,-99 ,-108 ,-106 ,-110 ,-103 ,-105 ,-112 ,-112 ,-105 ,-95 ,-108 ,-99 ,-105 ,-104 ,-104 ,-103 ,-106 ,-111 ,-107 ,-111 ,-110 ,-101 ,-102 ,-111 ,-110 ,-105 ,-106 ,-114 ,-107 ,-102 ,-105 ,-102
