-101.00,-101.00,-106.00,-100.00,-98.00,-97.00,-97.00,-96.00,-95.00,-99.00,-98.00,-97.00,-97.00,-97.00,-96.00,-96.00,-96.00,-98.00,-97.00,-95.00,-97.00,-99.00,-98.00,-99.00,-99.00,-100.00,-101.00,-102.00,-103.00,-105.00,-102.00,-103.00,-102.00,-104.00,-104.00,-102.00,-102.00,-104.00,-105.00,-103.00,-108.00,-106.00,-106.00,-106.00,-106.00,-107.00,-107.00,-109.00,-103.00,-105.00,-109.00,-108.00,-107.00,-105.00,-109.00,-110.00,-106.00,-107.00,-106.00,-106.00,-108.00,-104.00,-103.00,-106.00,-105.00,-103.00,-92.00,-95.00,-93.00,-105.00,-103.00,-102.00,-104.00,-106.00,-107.00,-105.00,-106.00,-107.00,-103.00,-104.00,-106.00,-103.00,-99.00,-103.00,-99.00,-105.00,-102.00,-102.00,-103.00,-108.00,-105.00,-105.00,-104.00,-104.00,-103.00,-106.00,-103.00,-105.00,-103.00,-101.00,-102.00,-104.00,-105.00,-104.00,-101.00,-106.00,-104.00,-102.00,-101.00,-102.00,-103.00,-101.00
-104.00,-99.00,-101.00,-100.00,-100.00,-99.00,-97.00,-102.00,-99.00,-96.00,-97.00,-97.00,-99.00,-97.00,-99.00,-97.00,-97.00,-97.00,-100.00,-97.00,-101.00,-98.00,-98.00,-102.00,-104.00,-103.00,-103.00,-104.00,-104.00,-107.00,-106.00,-104.00,-105.00,-105.00,-103.00,-105.00,-108.00,-106.00,-105.00,-104.00,-101.00,-104.00,-103.00,-104.00,-104.00,-105.00,-104.00,-108.00,-106.00,-107.00,-108.00,-108.00,-103.00,-107.00,-104.00,-110.00,-104.00,-107.00,-105.00,-107.00,-105.00,-104.00,-107.00,-103.00,-109.00,-104.00,-91.00,-89.00,-96.00,-106.00,-108.00,-107.00,-109.00,-105.00,-104.00,-110.00,-105.00,-103.00,-102.00,-107.00,-105.00,-104.00,-102.00,-100.00,-103.00,-101.00,-102.00,-102.00,-100.00,-103.00,-100.00,-105.00,-102.00,-103.00,-101.00,-101.00,-103.00,-100.00,-104.00,-101.00,-100.00,-100.00,-98.00,-99.00,-100.00,-101.00,-101.00,-101.00,-100.00,-99.00,-99.00,-100.00
-99.00,-100.00,-98.00,-98.00,-99.00,-99.00,-99.00,-100.00,-99.00,-99.00,-97.00,-95.00,-98.00,-98.00,-97.00,-97.00,-97.00,-99.00,-100.00,-101.00,-100.00,-101.00,-100.00,-102.00,-102.00,-100.00,-102.00,-101.00,-102.00,-102.00,-104.00,-103.00,-104.00,-107.00,-104.00,-105.00,-106.00,-105.00,-103.00,-105.00,-104.00,-105.00,-100.00,-104.00,-106.00,-104.00,-105.00,-105.00,-111.00,-108.00,-106.00,-109.00,-104.00,-103.00,-105.00,-105.00,-108.00,-105.00,-106.00,-107.00,-106.00,-106.00,-103.00,-105.00,-103.00,-107.00,-98.00,-95.00,-103.00,-104.00,-106.00,-106.00,-104.00,-106.00,-107.00,-104.00,-105.00,-104.00,-106.00,-106.00,-106.00,-105.00,-97.00,-101.00,-104.00,-99.00,-99.00,-101.00,-103.00,-103.00,-101.00,-101.00,-100.00,-103.00,-102.00,-101.00,-102.00,-101.00,-101.00,-100.00,-99.00,-100.00,-102.00,-101.00,-101.00,-101.00,-99.00,-100.00,-100.00,-101.00,-101.00,-99.00
-103.00,-106.00,-102.00,-106.00,-103.00,-106.00,-106.00,-106.00,-99.00,-105.00,-105.00,-99.00,-102.00,-102.00,-103.00,-104.00,-101.00,-101.00,-103.00,-105.00,-101.00,-104.00,-107.00,-104.00,-101.00,-104.00,-104.00,-102.00,-103.00,-104.00,-107.00,-109.00,-105.00,-106.00,-107.00,-109.00,-105.00,-108.00,-107.00,-105.00,-104.00,-106.00,-108.00,-106.00,-108.00,-108.00,-109.00,-106.00,-107.00,-108.00,-109.00,-107.00,-107.00,-107.00,-107.00,-111.00,-108.00,-106.00,-110.00,-107.00,-105.00,-109.00,-108.00,-104.00,-106.00,-107.00,-95.00,-92.00,-91.00,-106.00,-106.00,-104.00,-105.00,-108.00,-106.00,-105.00,-107.00,-104.00,-106.00,-110.00,-107.00,-102.00,-107.00,-102.00,-101.00,-106.00,-101.00,-106.00,-103.00,-102.00,-103.00,-105.00,-104.00,-105.00,-105.00,-102.00,-104.00,-106.00,-106.00,-101.00,-106.00,-103.00,-104.00,-105.00,-105.00,-103.00,-103.00,-104.00,-102.00,-103.00,-103.00,-104.00
-99.00,-103.00,-99.00,-99.00,-98.00,-97.00,-100.00,-97.00,-97.00,-97.00,-97.00,-96.00,-96.00,-95.00,-97.00,-95.00,-94.00,-96.00,-96.00,-99.00,-96.00,-99.00,-97.00,-99.00,-99.00,-100.00,-100.00,-100.00,-102.00,-104.00,-102.00,-103.00,-106.00,-100.00,-107.00,-107.00,-106.00,-104.00,-102.00,-106.00,-104.00,-106.00,-106.00,-105.00,-107.00,-101.00,-104.00,-107.00,-104.00,-106.00,-109.00,-105.00,-105.00,-104.00,-104.00,-102.00,-104.00,-105.00,-109.00,-106.00,-106.00,-109.00,-102.00,-108.00,-106.00,-106.00,-102.00,-97.00,-95.00,-104.00,-104.00,-105.00,-104.00,-105.00,-105.00,-103.00,-106.00,-105.00,-104.00,-103.00,-105.00,-106.00,-101.00,-103.00,-107.00,-102.00,-101.00,-101.00,-105.00,-105.00,-104.00,-101.00,-105.00,-104.00,-100.00,-102.00,-102.00,-100.00,-108.00,-101.00,-102.00,-103.00,-101.00,-104.00,-104.00,-103.00,-105.00,-101.00,-102.00,-102.00,-100.00,-104.00
-103.00,-100.00,-102.00,-99.00,-100.00,-99.00,-99.00,-101.00,-97.00,-98.00,-98.00,-97.00,-96.00,-97.00,-96.00,-96.00,-99.00,-96.00,-98.00,-97.00,-100.00,-99.00,-93.00,-100.00,-101.00,-100.00,-103.00,-100.00,-101.00,-104.00,-102.00,-102.00,-106.00,-102.00,-104.00,-104.00,-106.00,-108.00,-106.00,-103.00,-108.00,-105.00,-107.00,-104.00,-103.00,-108.00,-103.00,-103.00,-106.00,-104.00,-108.00,-107.00,-104.00,-103.00,-107.00,-106.00,-106.00,-106.00,-103.00,-108.00,-107.00,-101.00,-106.00,-106.00,-109.00,-106.00,-101.00,-91.00,-90.00,-106.00,-105.00,-109.00,-107.00,-104.00,-104.00,-108.00,-106.00,-106.00,-105.00,-103.00,-105.00,-102.00,-105.00,-102.00,-102.00,-100.00,-101.00,-100.00,-104.00,-100.00,-102.00,-105.00,-102.00,-99.00,-102.00,-102.00,-101.00,-104.00,-100.00,-102.00,-100.00,-101.00,-101.00,-101.00,-100.00,-102.00,-102.00,-98.00,-101.00,-102.00,-103.00,-106.00
-101.00,-99.00,-99.00,-101.00,-102.00,-99.00,-99.00,-98.00,-96.00,-97.00,-98.00,-96.00,-95.00,-93.00,-95.00,-97.00,-97.00,-96.00,-100.00,-97.00,-103.00,-100.00,-98.00,-102.00,-100.00,-102.00,-102.00,-101.00,-101.00,-103.00,-104.00,-106.00,-104.00,-108.00,-108.00,-100.00,-102.00,-105.00,-107.00,-107.00,-105.00,-104.00,-103.00,-102.00,-105.00,-103.00,-105.00,-106.00,-105.00,-105.00,-107.00,-104.00,-106.00,-104.00,-108.00,-106.00,-107.00,-106.00,-107.00,-107.00,-112.00,-102.00,-106.00,-104.00,-107.00,-103.00,-94.00,-89.00,-99.00,-107.00,-107.00,-106.00,-103.00,-107.00,-101.00,-103.00,-103.00,-106.00,-105.00,-104.00,-103.00,-100.00,-89.00,-90.00,-102.00,-101.00,-102.00,-100.00,-100.00,-102.00,-101.00,-101.00,-101.00,-103.00,-101.00,-102.00,-101.00,-104.00,-100.00,-102.00,-102.00,-102.00,-102.00,-101.00,-100.00,-100.00,-100.00,-100.00,-100.00,-100.00,-102.00,-99.00
-104.00,-103.00,-101.00,-100.00,-102.00,-101.00,-101.00,-102.00,-102.00,-99.00,-100.00,-104.00,-102.00,-100.00,-103.00,-102.00,-106.00,-99.00,-101.00,-99.00,-102.00,-100.00,-99.00,-102.00,-102.00,-107.00,-101.00,-103.00,-103.00,-102.00,-102.00,-106.00,-103.00,-105.00,-105.00,-102.00,-103.00,-105.00,-104.00,-100.00,-102.00,-106.00,-105.00,-103.00,-103.00,-102.00,-103.00,-104.00,-104.00,-104.00,-103.00,-105.00,-103.00,-106.00,-107.00,-104.00,-103.00,-103.00,-102.00,-101.00,-104.00,-104.00,-102.00,-102.00,-103.00,-103.00,-96.00,-85.00,-87.00,-101.00,-104.00,-101.00,-103.00,-102.00,-103.00,-105.00,-106.00,-102.00,-103.00,-103.00,-104.00,-105.00,-102.00,-99.00,-98.00,-103.00,-104.00,-107.00,-103.00,-109.00,-106.00,-107.00,-101.00,-106.00,-106.00,-106.00,-105.00,-106.00,-105.00,-105.00,-105.00,-110.00,-106.00,-107.00,-104.00,-106.00,-108.00,-108.00,-106.00,-106.00,-107.00,-109.00
-101.00,-100.00,-102.00,-101.00,-102.00,-98.00,-101.00,-99.00,-100.00,-100.00,-99.00,-100.00,-99.00,-100.00,-100.00,-98.00,-99.00,-98.00,-97.00,-99.00,-99.00,-100.00,-97.00,-101.00,-102.00,-101.00,-97.00,-102.00,-100.00,-100.00,-103.00,-103.00,-100.00,-101.00,-101.00,-102.00,-101.00,-104.00,-102.00,-101.00,-102.00,-100.00,-100.00,-104.00,-101.00,-102.00,-101.00,-101.00,-101.00,-103.00,-101.00,-105.00,-104.00,-104.00,-102.00,-104.00,-102.00,-103.00,-100.00,-102.00,-103.00,-102.00,-100.00,-101.00,-100.00,-102.00,-92.00,-87.00,-90.00,-104.00,-104.00,-101.00,-102.00,-105.00,-101.00,-102.00,-103.00,-103.00,-104.00,-100.00,-103.00,-101.00,-105.00,-104.00,-107.00,-103.00,-102.00,-100.00,-106.00,-107.00,-102.00,-104.00,-109.00,-105.00,-105.00,-102.00,-105.00,-102.00,-102.00,-106.00,-106.00,-104.00,-104.00,-107.00,-108.00,-105.00,-107.00,-105.00,-104.00,-106.00,-106.00,-106.00
-102.00,-100.00,-102.00,-103.00,-103.00,-103.00,-99.00,-103.00,-102.00,-100.00,-98.00,-98.00,-99.00,-99.00,-100.00,-100.00,-97.00,-100.00,-101.00,-103.00,-101.00,-102.00,-98.00,-104.00,-105.00,-101.00,-102.00,-98.00,-103.00,-103.00,-103.00,-103.00,-104.00,-105.00,-104.00,-103.00,-105.00,-105.00,-106.00,-104.00,-102.00,-104.00,-111.00,-105.00,-108.00,-104.00,-106.00,-104.00,-108.00,-110.00,-104.00,-109.00,-108.00,-103.00,-105.00,-104.00,-107.00,-105.00,-105.00,-105.00,-107.00,-103.00,-105.00,-101.00,-107.00,-102.00,-94.00,-95.00,-86.00,-105.00,-104.00,-103.00,-103.00,-107.00,-106.00,-106.00,-103.00,-104.00,-105.00,-100.00,-102.00,-103.00,-90.00,-91.00,-101.00,-102.00,-103.00,-101.00,-102.00,-102.00,-104.00,-102.00,-100.00,-102.00,-103.00,-104.00,-101.00,-101.00,-102.00,-102.00,-101.00,-100.00,-103.00,-103.00,-100.00,-102.00,-102.00,-99.00,-100.00,-103.00,-102.00,-100.00
