740.000,-103.00
740.893,-111.00
741.786,-106.00
742.679,-95.00
743.571,-91.00
744.464,-93.00
745.357,-93.00
746.250,-92.00
747.143,-90.00
748.036,-89.00
748.929,-88.00
749.821,-83.00
750.714,-85.00
751.607,-83.00
752.500,-91.00
753.393,-91.00
754.286,-109.00
755.179,-104.00
756.071,-109.00
756.964,-109.00
757.857,-112.00
758.750,-109.00
759.643,-107.00
760.536,-110.00
761.429,-91.00
762.321,-91.00
763.214,-91.00
764.107,-83.00
765.000,-90.00
765.893,-95.00
766.786,-88.00
767.679,-95.00
768.571,-101.00
769.464,-98.00
770.357,-107.00
771.250,-111.00
772.143,-103.00
773.036,-106.00
773.929,-102.00
774.821,-102.00
775.714,-104.00
776.607,-103.00
777.500,-105.00
778.393,-105.00
779.286,-103.00
780.179,-106.00
781.071,-106.00
781.964,-102.00
782.857,-109.00
783.750,-111.00
784.643,-109.00
785.536,-112.00
786.429,-107.00
787.321,-109.00
788.214,-110.00
789.107,-109.00
790.000,-102.00
790.893,-112.00
791.786,-111.00
792.679,-112.00
793.571,-112.00
794.464,-101.00
795.357,-98.00
796.250,-95.00
797.143,-94.00
798.036,-103.00
798.928,-98.00
799.821,-98.00
800.714,-104.00
801.607,-105.00
802.500,-109.00
803.393,-109.00
804.286,-108.00
805.178,-100.00
806.071,-100.00
806.964,-100.00
807.857,-107.00
808.750,-102.00
809.643,-93.00
810.536,-107.00
811.428,-105.00
812.321,-111.00
813.214,-109.00
814.107,-110.00
815.000,-94.00
815.893,-108.00
816.786,-115.00
817.678,-111.00
818.571,-108.00
819.464,-113.00
820.357,-111.00
821.250,-112.00
822.143,-112.00
823.036,-110.00
823.928,-111.00
824.821,-103.00
825.714,-111.00
826.607,-108.00
827.500,-110.00
828.393,-110.00
829.286,-108.00
830.178,-111.00
831.071,-111.00
831.964,-107.00
832.857,-114.00
833.750,-113.00
834.643,-115.00
835.536,-94.00
836.428,-107.00
837.321,-110.00
838.214,-110.00
839.107,-108.00
